STATEFP,ELSDLEA,SCSDLEA,UNSDLEA,GEOID,STATECODE,STATENAME,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
01,,,00001,0100001,AL,Alabama,Fort Rucker School District,00,KG,12,G5420,B,E,232947983.00000000000,2801707.00000000000,+31.4097368,-085.7458071
01,,,00003,0100003,AL,Alabama,Maxwell AFB School District,00,KG,12,G5420,B,E,8706774.00000000000,372428.00000000000,+32.3809438,-086.3637490
01,,,00005,0100005,AL,Alabama,Albertville City School District,00,KG,12,G5420,,E,69358643.00000000000,258708.00000000000,+34.2631303,-086.2106600
01,,,00006,0100006,AL,Alabama,Marshall County School District,00,PK,12,G5420,,E,1265713429.00000000000,103560014.00000000000,+34.3821918,-086.3050590
01,,,00007,0100007,AL,Alabama,Hoover City School District,00,KG,12,G5420,,E,122598313.00000000000,2507085.00000000000,+33.3769487,-086.8055789
01,,,00008,0100008,AL,Alabama,Madison City School District,00,PK,12,G5420,,E,78523947.00000000000,351493.00000000000,+34.7105329,-086.7622802
01,,,00011,0100011,AL,Alabama,Leeds City School District,00,KG,12,G5420,,E,58231597.00000000000,566101.00000000000,+33.5468470,-086.5714476
01,,,00012,0100012,AL,Alabama,Boaz City School District,00,PK,12,G5420,,E,37683448.00000000000,161880.00000000000,+34.1990204,-086.1551515
01,,,00013,0100013,AL,Alabama,Trussville City School District,00,KG,12,G5420,,E,87589867.00000000000,1321712.00000000000,+33.6552331,-086.5632401
01,,,00030,0100030,AL,Alabama,Alexander City City School District,00,KG,12,G5420,,E,246666759.00000000000,43846408.00000000000,+32.8690219,-085.9510825
01,,,00060,0100060,AL,Alabama,Andalusia City School District,00,KG,12,G5420,,E,50911854.00000000000,405912.00000000000,+31.3094363,-086.4780311
01,,,00090,0100090,AL,Alabama,Anniston City School District,00,PK,12,G5420,,E,118514789.00000000000,180468.00000000000,+33.6734345,-085.8109372
01,,,00100,0100100,AL,Alabama,Arab City School District,00,PK,12,G5420,,E,34511834.00000000000,343242.00000000000,+34.3323868,-086.5011665
01,,,00120,0100120,AL,Alabama,Athens City School District,00,KG,12,G5420,,E,103236667.00000000000,665558.00000000000,+34.7790209,-086.9507986
01,,,00180,0100180,AL,Alabama,Attalla City School District,00,PK,12,G5420,,E,18079010.00000000000,0.00000000000,+33.9861893,-086.1210365
01,,,00185,0100185,AL,Alabama,Saraland City School District,00,KG,12,G5420,,E,83030309.00000000000,573130.00000000000,+30.8540100,-088.0972017
01,,,00188,0100188,AL,Alabama,Chickasaw City School District,00,PK,12,G5420,,E,10894951.00000000000,908483.00000000000,+30.7714495,-088.0796971
01,,,00189,0100189,AL,Alabama,Satsuma City School District,00,PK,12,G5420,,E,18995523.00000000000,122490.00000000000,+30.8578741,-088.0633829
01,,,00190,0100190,AL,Alabama,Alabaster City School District,00,KG,12,G5420,,E,65387303.00000000000,806152.00000000000,+33.2269355,-086.7610146
01,,,00194,0100194,AL,Alabama,Pelham City School District,00,KG,12,G5420,,E,100552567.00000000000,1311246.00000000000,+33.3218302,-086.7421974
01,00195,,,0100195,AL,Alabama,Pike Road City School District,00,KG,12,G5400,,E,85146878.00000000000,778561.00000000000,+32.2831878,-085.9656803
01,,,00210,0100210,AL,Alabama,Auburn City School District,00,PK,12,G5420,,E,155607196.00000000000,2672443.00000000000,+32.6077220,-085.4895446
01,,,00240,0100240,AL,Alabama,Autauga County School District,00,KG,12,G5420,,E,1539602137.00000000000,25706961.00000000000,+32.5322367,-086.6464395
01,,,00270,0100270,AL,Alabama,Baldwin County School District,00,PK,12,G5420,,E,4117621645.00000000000,1132980868.00000000000,+30.6592183,-087.7460666
01,,,00300,0100300,AL,Alabama,Barbour County School District,00,PK,12,G5420,,E,2138016932.00000000000,14366581.00000000000,+31.8702531,-085.4051035
01,,,00330,0100330,AL,Alabama,Bessemer City School District,00,PK,12,G5420,,E,104998108.00000000000,429098.00000000000,+33.3707893,-086.9715684
01,,,00360,0100360,AL,Alabama,Bibb County School District,00,KG,12,G5420,,E,1612167476.00000000000,9602089.00000000000,+33.0158929,-087.1271475
01,,,00390,0100390,AL,Alabama,Birmingham City School District,00,PK,12,G5420,,E,378334037.00000000000,6593183.00000000000,+33.5274441,-086.7990470
01,,,00420,0100420,AL,Alabama,Blount County School District,00,PK,12,G5420,,E,1629308255.00000000000,14865508.00000000000,+33.9773575,-086.5664400
01,,,00450,0100450,AL,Alabama,Brewton City School District,00,KG,12,G5420,,E,29057345.00000000000,604882.00000000000,+31.1091749,-087.0765833
01,,,00480,0100480,AL,Alabama,Bullock County School District,00,KG,12,G5420,,E,1613076054.00000000000,6038093.00000000000,+32.1017589,-085.7172613
01,,,00510,0100510,AL,Alabama,Butler County School District,00,PK,12,G5420,,E,2012002531.00000000000,2701198.00000000000,+31.7516670,-086.6819689
01,,,00540,0100540,AL,Alabama,Calhoun County School District,00,PK,12,G5420,,E,1226879213.00000000000,13806071.00000000000,+33.7792078,-085.8427990
01,,,00600,0100600,AL,Alabama,Chambers County School District,00,PK,12,G5420,,E,1528918164.00000000000,16971700.00000000000,+32.9155039,-085.3940321
01,,,00630,0100630,AL,Alabama,Cherokee County School District,00,PK,12,G5420,,E,1433623319.00000000000,120308342.00000000000,+34.1761269,-085.6181957
01,,,00660,0100660,AL,Alabama,Chilton County School District,00,PK,12,G5420,,E,1794477075.00000000000,20592142.00000000000,+32.8540514,-086.7266071
01,,,00690,0100690,AL,Alabama,Choctaw County School District,00,KG,12,G5420,,E,2365869841.00000000000,19144469.00000000000,+31.9909539,-088.2488894
01,,,00720,0100720,AL,Alabama,Clarke County School District,00,PK,12,G5420,,E,2933540876.00000000000,36488093.00000000000,+31.6649369,-087.8292633
01,,,00750,0100750,AL,Alabama,Clay County School District,00,KG,12,G5420,,E,1564251834.00000000000,5285207.00000000000,+33.2703999,-085.8635254
01,,,00780,0100780,AL,Alabama,Cleburne County School District,00,PK,12,G5420,,E,1323790025.00000000000,2135807.00000000000,+33.6504892,-085.5219586
01,,,00810,0100810,AL,Alabama,Coffee County School District,00,PK,12,G5420,,E,1402672041.00000000000,2357540.00000000000,+31.3941123,-085.9925944
01,,,00840,0100840,AL,Alabama,Colbert County School District,00,PK,12,G5420,,E,1451437126.00000000000,79312561.00000000000,+34.7040121,-087.8130371
01,,,00870,0100870,AL,Alabama,Conecuh County School District,00,PK,12,G5420,,E,2202007855.00000000000,6632046.00000000000,+31.4309257,-086.9887221
01,,,00900,0100900,AL,Alabama,Coosa County School District,00,KG,12,G5420,,E,1685850815.00000000000,39987271.00000000000,+32.9314453,-086.2434818
01,,,00930,0100930,AL,Alabama,Covington County School District,00,PK,12,G5420,,E,2556933139.00000000000,31423430.00000000000,+31.2453641,-086.4553817
01,,,00960,0100960,AL,Alabama,Crenshaw County School District,00,PK,12,G5420,,E,1576952799.00000000000,5388562.00000000000,+31.7328256,-086.3192219
01,,,00990,0100990,AL,Alabama,Cullman City School District,00,KG,12,G5420,,E,49080519.00000000000,3101949.00000000000,+34.1788918,-086.8418871
01,,,01020,0101020,AL,Alabama,Cullman County School District,00,PK,12,G5420,,E,1853555392.00000000000,49420477.00000000000,+34.1319229,-086.8692666
01,,,01050,0101050,AL,Alabama,Dale County School District,00,KG,12,G5420,,E,932710825.00000000000,588255.00000000000,+31.4922903,-085.5632718
01,,,01080,0101080,AL,Alabama,Daleville City School District,00,KG,12,G5420,,E,156228648.00000000000,0.00000000000,+31.2667065,-085.7388245
01,,,01110,0101110,AL,Alabama,Dallas County School District,00,KG,12,G5420,,E,2499153910.00000000000,37587502.00000000000,+32.3335397,-087.1143556
01,,,01140,0101140,AL,Alabama,DeKalb County School District,00,KG,12,G5420,,E,1867149164.00000000000,3197479.00000000000,+34.4633138,-085.8120557
01,,,01170,0101170,AL,Alabama,Decatur City School District,00,PK,12,G5420,,E,140275022.00000000000,16996338.00000000000,+34.5729952,-086.9899008
01,,,01200,0101200,AL,Alabama,Demopolis City School District,00,PK,12,G5420,,E,45941157.00000000000,837165.00000000000,+32.4999378,-087.8254258
01,,,01230,0101230,AL,Alabama,Dothan City School District,00,PK,12,G5420,,E,232478832.00000000000,839910.00000000000,+31.2336983,-085.4068225
01,,,01260,0101260,AL,Alabama,Elba City School District,00,KG,12,G5420,,E,217434020.00000000000,1375445.00000000000,+31.4294292,-086.1078476
01,,,01290,0101290,AL,Alabama,Elmore County School District,00,PK,12,G5420,,E,1364637375.00000000000,87795297.00000000000,+32.6027590,-086.1853080
01,,,01320,0101320,AL,Alabama,Enterprise City School District,00,PK,12,G5420,,E,79335524.00000000000,174204.00000000000,+31.3268985,-085.8440213
01,,,01350,0101350,AL,Alabama,Escambia County School District,00,PK,12,G5420,,E,2419057771.00000000000,19900066.00000000000,+31.1222867,-087.1684097
01,,,01380,0101380,AL,Alabama,Etowah County School District,00,PK,12,G5420,,E,1263371384.00000000000,31996765.00000000000,+33.9693862,-085.9525588
01,,,01410,0101410,AL,Alabama,Eufaula City School District,00,PK,12,G5420,,E,154143207.00000000000,36156632.00000000000,+31.9099374,-085.1527087
01,,,01440,0101440,AL,Alabama,Fairfield City School District,00,KG,12,G5420,,E,8987173.00000000000,0.00000000000,+33.4747054,-086.9193397
01,,,01470,0101470,AL,Alabama,Fayette County School District,00,KG,12,G5420,,E,1553556231.00000000000,4282557.00000000000,+33.7089245,-087.7409780
01,,,01530,0101530,AL,Alabama,Florence City School District,00,PK,12,G5420,,E,68573754.00000000000,546506.00000000000,+34.8303226,-087.6661386
01,,,01560,0101560,AL,Alabama,Fort Payne City School District,00,PK,12,G5420,,E,145527316.00000000000,924064.00000000000,+34.4573293,-085.6894469
01,,,01590,0101590,AL,Alabama,Franklin County School District,00,PK,12,G5420,,E,1607068091.00000000000,32368927.00000000000,+34.4419892,-087.8428144
01,,,01620,0101620,AL,Alabama,Gadsden City School District,00,PK,12,G5420,,E,96627590.00000000000,3053112.00000000000,+34.0095631,-086.0156426
01,,,01640,0101640,AL,Alabama,Geneva City School District,00,KG,12,G5420,,E,219178869.00000000000,2443912.00000000000,+31.0438447,-085.8798584
01,,,01660,0101660,AL,Alabama,Geneva County School District,00,KG,12,G5420,,E,1268718796.00000000000,9134251.00000000000,+31.0361494,-086.0159590
01,,,01680,0101680,AL,Alabama,Greene County School District,00,KG,12,G5420,,E,1675782059.00000000000,33416141.00000000000,+32.8444965,-087.9642005
01,,,01690,0101690,AL,Alabama,Guntersville City School District,00,KG,12,G5420,,E,66393352.00000000000,44192114.00000000000,+34.3679473,-086.2523225
01,,,01710,0101710,AL,Alabama,Hale County School District,00,PK,12,G5420,,E,1667917734.00000000000,32412739.00000000000,+32.7527958,-087.6230608
01,,,01720,0101720,AL,Alabama,Haleyville City School District,00,PK,12,G5420,,E,192053454.00000000000,915182.00000000000,+34.2110276,-087.5776691
01,,,01730,0101730,AL,Alabama,Hartselle City School District,00,PK,12,G5420,,E,38431089.00000000000,199199.00000000000,+34.4383083,-086.9411417
01,,,01740,0101740,AL,Alabama,Henry County School District,00,PK,12,G5420,,E,1454460146.00000000000,16986823.00000000000,+31.5169779,-085.2399712
01,,,01760,0101760,AL,Alabama,Homewood City School District,00,PK,12,G5420,,E,21603674.00000000000,170981.00000000000,+33.4585496,-086.8096502
01,,,01770,0101770,AL,Alabama,Houston County School District,00,PK,12,G5420,,E,1289863406.00000000000,3878182.00000000000,+31.1328169,-085.2815425
01,,,01800,0101800,AL,Alabama,Huntsville City School District,00,PK,12,G5420,,E,554194376.00000000000,3524783.00000000000,+34.7012552,-086.6729061
01,,,01830,0101830,AL,Alabama,Jackson County School District,00,PK,12,G5420,,E,2659521871.00000000000,111770222.00000000000,+34.7641140,-085.9800556
01,,,01860,0101860,AL,Alabama,Jacksonville City School District,00,KG,12,G5420,,E,28263399.00000000000,25198.00000000000,+33.8100663,-085.7552174
01,,,01890,0101890,AL,Alabama,Jasper City School District,00,PK,12,G5420,,E,75256781.00000000000,836464.00000000000,+33.8511103,-087.2683477
01,,,01920,0101920,AL,Alabama,Jefferson County School District,00,PK,12,G5420,,E,2067585465.00000000000,25598679.00000000000,+33.5753956,-086.9405272
01,,,01950,0101950,AL,Alabama,Lamar County School District,00,KG,12,G5420,,E,1566544637.00000000000,1600679.00000000000,+33.7870852,-088.0874309
01,,,01980,0101980,AL,Alabama,Lanett City School District,00,KG,12,G5420,,E,16167443.00000000000,0.00000000000,+32.8577677,-085.2077611
01,,,02010,0102010,AL,Alabama,Lauderdale County School District,00,PK,12,G5420,,E,1661572324.00000000000,133062445.00000000000,+34.9041221,-087.6509966
01,,,02040,0102040,AL,Alabama,Lawrence County School District,00,KG,12,G5420,,E,1788864251.00000000000,68682382.00000000000,+34.5297760,-087.3218651
01,,,02070,0102070,AL,Alabama,Lee County School District,00,PK,12,G5420,,E,1254548279.00000000000,16191119.00000000000,+32.5810513,-085.3503058
01,,,02100,0102100,AL,Alabama,Limestone County School District,00,KG,12,G5420,,E,1216445531.00000000000,120414865.00000000000,+34.7707064,-087.0327422
01,,,02130,0102130,AL,Alabama,Linden City School District,00,PK,12,G5420,,E,550463214.00000000000,3062730.00000000000,+32.3019011,-087.8337535
01,,,02160,0102160,AL,Alabama,Lowndes County School District,00,KG,12,G5420,,E,1854201377.00000000000,23721835.00000000000,+32.1478880,-086.6505859
01,,,02190,0102190,AL,Alabama,Macon County School District,00,PK,12,G5420,,E,1576855716.00000000000,11345392.00000000000,+32.3870267,-085.6928870
01,,,02220,0102220,AL,Alabama,Madison County School District,00,PK,12,G5420,,E,1560983762.00000000000,25808407.00000000000,+34.6067654,-086.6604232
01,,,02250,0102250,AL,Alabama,Marengo County School District,00,KG,12,G5420,,E,1933735866.00000000000,11066725.00000000000,+32.4133634,-087.9555517
01,,,02310,0102310,AL,Alabama,Marion County School District,00,PK,12,G5420,,E,1820155574.00000000000,2867492.00000000000,+34.1465462,-087.8894150
01,,,02350,0102350,AL,Alabama,Midfield City School District,00,KG,12,G5420,,E,6872869.00000000000,0.00000000000,+33.4552001,-086.9226437
01,,,02370,0102370,AL,Alabama,Mobile County School District,00,PK,12,G5420,,E,3071237567.00000000000,1072322565.00000000000,+30.6801516,-088.2005249
01,,,02400,0102400,AL,Alabama,Monroe County School District,00,PK,12,G5420,,E,2656469660.00000000000,22609681.00000000000,+31.5803324,-087.3832656
01,,,02430,0102430,AL,Alabama,Montgomery County School District,00,PK,12,G5420,,E,1940164128.00000000000,36593729.00000000000,+32.2288488,-086.2154797
01,,,02480,0102480,AL,Alabama,Morgan County School District,00,PK,12,G5420,,E,1335456285.00000000000,33556973.00000000000,+34.4410724,-086.8331885
01,,,02490,0102490,AL,Alabama,Mountain Brook City School District,00,KG,12,G5420,,E,33216862.00000000000,49750.00000000000,+33.4914885,-086.7344699
01,,,02520,0102520,AL,Alabama,Muscle Shoals City School District,00,PK,12,G5420,,E,42828532.00000000000,53102.00000000000,+34.7436917,-087.6337742
01,,,02550,0102550,AL,Alabama,Oneonta City School District,00,KG,12,G5420,,E,40795611.00000000000,149959.00000000000,+33.9471551,-086.4896608
01,,,02580,0102580,AL,Alabama,Opelika City School District,00,PK,12,G5420,,E,152994714.00000000000,2620338.00000000000,+32.6613899,-085.3763247
01,,,02610,0102610,AL,Alabama,Opp City School District,00,KG,12,G5420,,E,61289214.00000000000,2396858.00000000000,+31.2843753,-086.2574417
01,,,02635,0102635,AL,Alabama,Oxford City School District,00,KG,12,G5420,,E,107283574.00000000000,2014251.00000000000,+33.5900912,-085.8522456
01,,,02640,0102640,AL,Alabama,Ozark City School District,00,KG,12,G5420,,E,170425224.00000000000,692978.00000000000,+31.4433773,-085.6409822
01,,,02650,0102650,AL,Alabama,Pell City City School District,00,PK,12,G5420,,E,402429553.00000000000,34625570.00000000000,+33.5442330,-086.3067820
01,,,02670,0102670,AL,Alabama,Perry County School District,00,PK,12,G5420,,E,1863900621.00000000000,10937769.00000000000,+32.6390053,-087.2938269
01,,,02700,0102700,AL,Alabama,Phenix City City School District,00,PK,12,G5420,,E,72515506.00000000000,325564.00000000000,+32.4616695,-085.0250208
01,,,02730,0102730,AL,Alabama,Pickens County School District,00,PK,12,G5420,,E,2282674053.00000000000,22740989.00000000000,+33.2967933,-088.0968631
01,,,02760,0102760,AL,Alabama,Piedmont City School District,00,KG,12,G5420,,E,231093038.00000000000,972554.00000000000,+33.9180048,-085.5138154
01,,,02790,0102790,AL,Alabama,Pike County School District,00,KG,12,G5420,,E,1667255511.00000000000,2132645.00000000000,+31.9499259,-085.8036223
01,,,02820,0102820,AL,Alabama,Randolph County School District,00,KG,12,G5420,,E,1455089854.00000000000,8296627.00000000000,+33.2964753,-085.4640679
01,,,02850,0102850,AL,Alabama,Roanoke City School District,00,KG,12,G5420,,E,48526083.00000000000,988793.00000000000,+33.1453048,-085.3695264
01,,,02880,0102880,AL,Alabama,Russell County School District,00,PK,12,G5420,,E,1598472009.00000000000,15313316.00000000000,+32.2693878,-085.1900577
01,,,02910,0102910,AL,Alabama,Russellville City School District,00,PK,12,G5420,,E,34773313.00000000000,275054.00000000000,+34.5057374,-087.7281916
01,,,02940,0102940,AL,Alabama,Scottsboro City School District,00,KG,12,G5420,,E,132452161.00000000000,14564487.00000000000,+34.6446199,-086.0481547
01,,,02970,0102970,AL,Alabama,Selma City School District,00,PK,12,G5420,,E,35765697.00000000000,1537276.00000000000,+32.4170195,-087.0358024
01,,,03000,0103000,AL,Alabama,Sheffield City School District,00,PK,12,G5420,,E,17053549.00000000000,222046.00000000000,+34.7554939,-087.7012648
01,,,03030,0103030,AL,Alabama,Shelby County School District,00,PK,12,G5420,,E,1801453807.00000000000,55443052.00000000000,+33.2594558,-086.6494235
01,,,03062,0103062,AL,Alabama,St. Clair County School District,00,PK,12,G5420,,E,1220656713.00000000000,21592589.00000000000,+33.7699986,-086.3179840
01,,,03090,0103090,AL,Alabama,Sumter County School District,00,PK,12,G5420,,E,2340898915.00000000000,24634883.00000000000,+32.5974811,-088.2000571
01,,,03120,0103120,AL,Alabama,Sylacauga City School District,00,PK,12,G5420,,E,52447838.00000000000,420769.00000000000,+33.1886699,-086.2747992
01,,,03150,0103150,AL,Alabama,Talladega City School District,00,KG,12,G5420,,E,66057740.00000000000,208572.00000000000,+33.4317569,-086.0994543
01,,,03180,0103180,AL,Alabama,Talladega County School District,00,KG,12,G5420,,E,1773822474.00000000000,60106329.00000000000,+33.3693135,-086.1759302
01,,,03210,0103210,AL,Alabama,Tallapoosa County School District,00,KG,12,G5420,,E,1601330838.00000000000,84068755.00000000000,+32.8646214,-085.7715550
01,,,03240,0103240,AL,Alabama,Tallassee City School District,00,KG,12,G5420,,E,244916743.00000000000,13053599.00000000000,+32.5469786,-085.9427351
01,,,03270,0103270,AL,Alabama,Tarrant City School District,00,KG,12,G5420,,E,16517671.00000000000,137671.00000000000,+33.5928973,-086.7662525
01,,,03300,0103300,AL,Alabama,Thomasville City School District,00,PK,12,G5420,,E,273953230.00000000000,169798.00000000000,+31.9042853,-087.7335788
01,,,03330,0103330,AL,Alabama,Troy City School District,00,KG,12,G5420,,E,73392009.00000000000,204330.00000000000,+31.8019595,-085.9671296
01,,,03360,0103360,AL,Alabama,Tuscaloosa City School District,00,PK,12,G5420,,E,152169530.00000000000,24585206.00000000000,+33.2331218,-087.5284927
01,,,03390,0103390,AL,Alabama,Tuscaloosa County School District,00,PK,12,G5420,,E,3268840473.00000000000,54129344.00000000000,+33.3213709,-087.4565979
01,,,03420,0103420,AL,Alabama,Tuscumbia City School District,00,KG,12,G5420,,E,23883114.00000000000,112569.00000000000,+34.7185022,-087.7025864
01,,,03430,0103430,AL,Alabama,Vestavia Hills City School District,00,PK,12,G5420,,E,51458236.00000000000,619805.00000000000,+33.4624959,-086.7395079
01,,,03450,0103450,AL,Alabama,Walker County School District,00,PK,12,G5420,,E,1973429297.00000000000,35918232.00000000000,+33.7915581,-087.3010936
01,,,03480,0103480,AL,Alabama,Washington County School District,00,KG,12,G5420,,E,2797720322.00000000000,21652733.00000000000,+31.4052172,-088.1975644
01,,,03510,0103510,AL,Alabama,Wilcox County School District,00,PK,12,G5420,,E,2301075085.00000000000,49057525.00000000000,+31.9900824,-087.3049349
01,,,03540,0103540,AL,Alabama,Winfield City School District,00,PK,12,G5420,,E,168116865.00000000000,307998.00000000000,+33.9195334,-087.8090327
01,,,03580,0103580,AL,Alabama,Winston County School District,00,PK,12,G5420,,E,1402082563.00000000000,48058187.00000000000,+34.1462275,-087.3376844
02,,,00001,0200001,AK,Alaska,Lower Kuskokwim School District,00,PK,12,G5420,,E,55208078786.00000000000,12862472195.00000000000,+60.2133219,-163.4349829
02,,,00003,0200003,AK,Alaska,Lower Yukon School District,00,PK,12,G5420,,E,45596592915.00000000000,5841220879.00000000000,+62.2835878,-163.1901714
02,,,00004,0200004,AK,Alaska,Yupiit School District,00,KG,12,G5420,,E,33911265.00000000000,9276006.00000000000,+60.8956284,-161.4186234
02,,,00005,0200005,AK,Alaska,Kashunamiut School District,00,PK,12,G5420,,E,2961589.00000000000,0.00000000000,+61.5295597,-165.5941259
02,,,00007,0200007,AK,Alaska,Aleutians East Borough School District,00,PK,12,G5420,,E,18091501984.00000000000,20800021676.00000000000,+55.2450437,-161.9974772
02,,,00010,0200010,AK,Alaska,Aleutian Region School District,00,KG,12,G5420,,E,10913824767.00000000000,23864076569.00000000000,+51.9489640,+179.6211882
02,,,00020,0200020,AK,Alaska,Bering Strait School District,00,PK,12,G5420,,E,59458923642.00000000000,13756818717.00000000000,+64.7836858,-164.1889119
02,,,00030,0200030,AK,Alaska,Bristol Bay Borough School District,00,PK,12,G5420,,E,1248324004.00000000000,949767442.00000000000,+58.7416473,-156.9669094
02,,,00050,0200050,AK,Alaska,Alaska Gateway School District,00,PK,12,G5420,,E,48274617088.00000000000,334025902.00000000000,+63.6472192,-142.8271144
02,,,00060,0200060,AK,Alaska,Cordova City School District,00,PK,12,G5420,,E,158886650.00000000000,35734342.00000000000,+60.5301380,-145.6420649
02,,,00070,0200070,AK,Alaska,Copper River School District,00,PK,12,G5420,,E,60959617621.00000000000,1184307698.00000000000,+61.7953012,-144.1340370
02,,,00090,0200090,AK,Alaska,Craig City School District,00,PK,12,G5420,,E,17321286.00000000000,7299973.00000000000,+55.4887459,-133.1115680
02,,,00100,0200100,AK,Alaska,Delta/Greely School District,00,PK,12,G5420,,E,14660597782.00000000000,350044443.00000000000,+63.8254742,-145.6983167
02,,,00120,0200120,AK,Alaska,Dillingham City School District,00,PK,12,G5420,,E,86352008.00000000000,7058508.00000000000,+59.0604666,-158.5322510
02,,,00130,0200130,AK,Alaska,Galena City School District,00,PK,12,G5420,,E,45721025.00000000000,17751813.00000000000,+64.7414218,-156.8733943
02,,,00150,0200150,AK,Alaska,Ketchikan Gateway Borough School District,00,PK,12,G5420,,E,12579378509.00000000000,4651615675.00000000000,+55.4499378,-131.1066847
02,,,00180,0200180,AK,Alaska,Anchorage School District,00,PK,12,G5420,,E,4420591351.00000000000,614471690.00000000000,+61.1742503,-149.2843294
02,,,00210,0200210,AK,Alaska,Juneau Borough School District,00,PK,12,G5420,,E,7003264582.00000000000,1426373039.00000000000,+58.3729099,-134.1784454
02,,,00240,0200240,AK,Alaska,Sitka School District,00,PK,12,G5420,,E,7433305220.00000000000,5037858058.00000000000,+57.1932044,-135.3673965
02,,,00270,0200270,AK,Alaska,Haines Borough School District,00,KG,12,G5420,,E,6072297430.00000000000,1038275846.00000000000,+59.0984037,-135.5757906
02,,,00300,0200300,AK,Alaska,Hoonah City School District,00,KG,12,G5420,,E,15197401.00000000000,3276590.00000000000,+58.1220084,-135.4314281
02,,,00330,0200330,AK,Alaska,Hydaburg City School District,00,PK,12,G5420,,E,755589.00000000000,7081.00000000000,+55.2058418,-132.8204379
02,,,00360,0200360,AK,Alaska,Kake City School District,00,PK,12,G5420,,E,19872185.00000000000,15107530.00000000000,+56.9753204,-133.9036632
02,,,00390,0200390,AK,Alaska,Kenai Peninsula Borough School District,00,PK,12,G5420,,E,41499872077.00000000000,22525650886.00000000000,+59.9836715,-151.7230237
02,,,00450,0200450,AK,Alaska,Klawock City School District,00,KG,12,G5420,,E,1763340.00000000000,754996.00000000000,+55.5564254,-133.0861303
02,,,00480,0200480,AK,Alaska,Kodiak Island Borough School District,00,PK,12,G5420,,E,17133712542.00000000000,14166830862.00000000000,+57.7044003,-153.9183721
02,,,00485,0200485,AK,Alaska,Lake and Peninsula Borough School District,00,PK,12,G5420,,E,61912947833.00000000000,25973300388.00000000000,+58.1085067,-156.4134134
02,,,00510,0200510,AK,Alaska,Matanuska-Susitna Borough School District,00,PK,12,G5420,,E,64009263421.00000000000,1456029488.00000000000,+62.2790939,-149.6190939
02,,,00520,0200520,AK,Alaska,Iditarod Area School District,00,PK,12,G5420,,E,104688699577.00000000000,1416790562.00000000000,+62.7045483,-156.1552690
02,,,00525,0200525,AK,Alaska,Annette Island School District,00,PK,12,G5420,,E,343944587.00000000000,333894108.00000000000,+55.1383523,-131.4704246
02,,,00540,0200540,AK,Alaska,Nenana City School District,00,PK,12,G5420,,E,15418483.00000000000,763703.00000000000,+64.5360539,-149.0836286
02,,,00570,0200570,AK,Alaska,Nome School District,00,PK,12,G5420,,E,33150137.00000000000,22499910.00000000000,+64.5057413,-165.4152873
02,,,00600,0200600,AK,Alaska,Fairbanks North Star Borough School District,00,PK,12,G5420,,E,18983544936.00000000000,272866589.00000000000,+64.6760436,-146.5481586
02,,,00610,0200610,AK,Alaska,North Slope Borough School District,00,PK,12,G5420,,E,230054247231.00000000000,15548935657.00000000000,+69.4493427,-153.4728302
02,,,00625,0200625,AK,Alaska,Northwest Arctic Borough School District,00,PK,12,G5420,,E,92369226065.00000000000,12835515419.00000000000,+67.0050655,-160.0210864
02,,,00630,0200630,AK,Alaska,Pelican City School District,00,KG,12,G5420,,E,1421123.00000000000,170144.00000000000,+57.9592291,-136.2150664
02,,,00660,0200660,AK,Alaska,Petersburg Borough School District,00,PK,12,G5420,,E,7512659027.00000000000,2385853100.00000000000,+57.1124581,-133.0085979
02,,,00670,0200670,AK,Alaska,Pribilof School District,00,PK,12,G5420,,E,200468093.00000000000,1036948900.00000000000,+57.0495083,-170.4062251
02,,,00680,0200680,AK,Alaska,St. Marys City School District,00,PK,12,G5420,,E,115525437.00000000000,18033322.00000000000,+62.0627750,-163.2442565
02,,,00690,0200690,AK,Alaska,Skagway School District,00,PK,12,G5420,,E,1123881121.00000000000,28784118.00000000000,+59.5603794,-135.3382787
02,,,00700,0200700,AK,Alaska,Southeast Island School District,00,PK,12,G5420,,E,13249439737.00000000000,14265347605.00000000000,+55.7292480,-133.2241939
02,,,00710,0200710,AK,Alaska,Southwest Region School District,00,PK,12,G5420,,E,47392378841.00000000000,5942915774.00000000000,+59.5433255,-158.2671226
02,,,00715,0200715,AK,Alaska,Tanana City School District,00,KG,12,G5420,,E,27635821.00000000000,11208201.00000000000,+65.1840040,-152.0551023
02,,,00720,0200720,AK,Alaska,Unalaska City School District,00,PK,12,G5420,,E,267275960.00000000000,278926502.00000000000,+53.9100980,-166.5284187
02,,,00730,0200730,AK,Alaska,Chatham School District,00,PK,12,G5420,,E,16964568450.00000000000,7798291951.00000000000,+58.2534617,-136.3207314
02,,,00760,0200760,AK,Alaska,Kuspuk School District,00,PK,12,G5420,,E,29517886066.00000000000,591384443.00000000000,+61.5235521,-158.0360918
02,,,00770,0200770,AK,Alaska,Denali Borough School District,00,PK,12,G5420,,E,32729577049.00000000000,66105677.00000000000,+63.6820386,-150.0270164
02,,,00775,0200775,AK,Alaska,Yukon Flats School District,00,PK,12,G5420,,E,139674498511.00000000000,2543757881.00000000000,+66.7196853,-145.2587692
